Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,metal,rdkit_smi,pIC50,mw,logp
CHEMBL3218914,,,542.68,1.0,4.63,58,Cc1ncccc1-c1nc2cn(-c3cccc(OC(C)C)c3)nc2c(=O)n1C[C@H]1CCCN(C[C@H]2CCCO2)C1,IC50,'=',6800.0,nM,5.17,,,UO_0000065,9.52,0.18,0.54,5.92,0,CHEMBL3227234,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3217433,1,Scientific Literature,Medchemcomm,2013.0,,,0,Cc1ncccc1-c1nc2cn(-c3cccc(OC(C)C)c3)nc2c(=O)n1C[C@H]1CCCN(C[C@H]2CCCO2)C1,-3.832508912706236,542.6840000000004,4.630820000000004
CHEMBL1956285,DSM-265,2.0,415.34,1.0,5.95,COVC-1761606348,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,IC50,'=',1600.0,nM,5.8,,,UO_0000065,13.95,0.29,-0.15,10.52,0,CHEMBL4706796,Inhibition of human ERG by patch clamp electrophysiology assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4706474,1,Scientific Literature,J Med Chem,2016.0,,,0,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,-3.20263263546188,415.338,5.945420000000002
CHEMBL3359236,,,413.87,1.0,5.38,134,Cc1nc(-c2ccc(C(F)(F)F)cc2)nc(OCCCN2CCCCC2)c1Cl,IC50,'=',2610.0,nM,5.58,,,UO_0000065,13.49,0.27,0.2,14.6,0,CHEMBL3382984,Inhibition of ERG channel in HEK293 cells by whole cell patch clamp technique,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3351343,1,Scientific Literature,J Med Chem,2014.0,CHEMBL3307715,,0,Cc1nc(-c2ccc(C(F)(F)F)cc2)nc(OCCCN2CCCCC2)c1Cl,-3.416640507338281,413.8710000000002,5.379020000000005
CHEMBL256481,,,526.71,2.0,6.07,64,Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,IC50,'=',1584.89,nM,5.8,,,UO_0000065,11.01,0.21,-0.27,7.96,0,CHEMBL948183,Displacement of [3H]Dofetilide from human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1142271,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,,,0,Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,-3.1999991251967965,526.7100000000003,6.069860000000007
CHEMBL3942279,,,467.47,0.0,3.15,BDBM223398,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,IC50,'=',400.0,nM,6.4,,390529.0,UO_0000065,13.69,0.27,3.25,5.73,0,CHEMBL3887163,"hERG Patch Clamp Assay: All testing was carried out in CHO cells transfected with the hERG gene purchased from Millipore (PrecisION hERG-CHO Recombinant Cell Line CYL3038). The cell line was grown in DMEM/F-12, GlutaMAX with 10% fetal bovine serum, 1% Penicillin-Streptomycin, 1% Geneticin and 1% of 1M HEPES buffer solution, and maintained at approximately 37 °C. in a humidified atmosphere containing 5% carbon dioxide. The cells were passaged every 3-5 days based on confluency. On the day of the experiment, 50%-80% confluent cells were harvested from a 175 cm2 culture flask using Detachin. After 10 minutes of exposure to Detachin at 37 °C., the cells were centrifuged for 1 minute at 1000 RPM. The supernatant was removed and the cell pellet was reconstituted in 5-8 mL of serum free media with 2.5% of 1M HEPES, placed on the Qstirrer, and allowed to recover. After a 30 minute recovery period, experiments were initiated.",B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3886197,37,BindingDB Database,,2016.0,CHEMBL3308072,,0,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,-2.6020599913279625,467.4730000000001,3.151200000000002
CHEMBL1645167,,,519.5,1.0,4.49,1k,COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc3)CC2)n1,IC50,'=',3830.0,nM,5.42,,,UO_0000065,10.43,0.2,0.93,7.14,0,CHEMBL1646507,Inhibition of human hERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1641559,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,0,COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc3)CC2)n1,-3.583198773968623,519.4950000000001,4.4855000000000045
CHEMBL390649,,,540.66,2.0,5.79,37,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(C(F)(F)F)cc4)n2C)CC3)n(C)n1,IC50,'=',31.62,nM,7.5,,,UO_0000065,13.87,0.27,1.71,14.49,0,CHEMBL895464,Displacement of [3H]dofetilide from hERG expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1148818,1,Scientific Literature,J Med Chem,2007.0,CHEMBL3308072,,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(C(F)(F)F)cc4)n2C)CC3)n(C)n1,-1.4999618655961902,540.6590000000001,5.792820000000006
CHEMBL1834793,,,492.57,0.0,3.99,16j,Cn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc21,IC50,'=',44000.0,nM,4.36,,,UO_0000065,8.84,0.17,0.37,5.8,0,CHEMBL1837909,Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1833932,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3307715,,0,Cn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc21,-4.643452676486188,492.5710000000002,3.987300000000003
CHEMBL4167669,,,426.47,0.0,2.91,2,CN(C)CCC(=O)N[C@H]1c2ccccc2C[C@@H]1NC(=O)c1cc2cc(F)c(F)cc2[nH]1,IC50,'=',3981.07,nM,5.4,,,UO_0000065,12.66,0.24,2.49,6.99,0,CHEMBL4137254,Inhibition of human ERG expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4130628,1,Scientific Literature,J Med Chem,2018.0,,,0,CN(C)CCC(=O)N[C@H]1c2ccccc2C[C@@H]1NC(=O)c1cc2cc(F)c(F)cc2[nH]1,-3.59999981394342,426.46700000000016,2.9098
CHEMBL4754724,,,463.61,1.0,5.28,36,COc1nc(-c2csc(Nc3c4c(nn3C(C)(C)C)CCCC4)n2)ccc1-n1cnc(C)c1,IC50,'=',7180.0,nM,5.14,,,UO_0000065,11.1,0.21,-0.14,6.22,0,CHEMBL4703153,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4699542,1,Scientific Literature,Bioorg Med Chem,2020.0,,,0,COc1nc(-c2csc(Nc3c4c(nn3C(C)(C)C)CCCC4)n2)ccc1-n1cnc(C)c1,-3.8561244442423,463.61100000000033,5.281720000000004
CHEMBL3608757,,,545.58,1.0,2.51,19,O=C1COc2ccc(CN[C@@H]3CCN(CCn4c(=O)ccc5ncc(Oc6cccnc6)cc54)C[C@@H]3F)nc2N1,IC50,'=',75000.0,nM,4.12,,,UO_0000065,7.56,0.14,1.61,3.34,0,CHEMBL3610296,Inhibition of human ERG by IonWorks assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3608244,1,Scientific Literature,ACS Med Chem Lett,2015.0,,,0,O=C1COc2ccc(CN[C@@H]3CCN(CCn4c(=O)ccc5ncc(Oc6cccnc6)cc54)C[C@@H]3F)nc2N1,-4.8750612633917,545.575,2.5119
CHEMBL4082646,,,548.62,0.0,4.78,33e,CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC(C)C)CC2)c2ncccc2c1,IC50,'=',43.65,nM,7.36,,,UO_0000065,15.47,0.3,2.58,10.29,0,CHEMBL4047735,Displacement of [3H]-Dofetilide from recombinant human ERG expressed in CHOK1 cell membranes incubated for 4 hrs under dark condition by luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4043263,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,,,0,CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC(C)C)CC2)c2ncccc2c1,-1.6399842480415885,475.6990000000002,4.776200000000004
CHEMBL487060,,,439.56,1.0,5.31,5f,O=c1c2ccccc2nc(-c2ccc(OCCCN3CCCCC3)cc2)n1-c1ccccc1,IC50,'=',460.0,nM,6.34,,,UO_0000065,14.42,0.26,1.03,13.38,1,CHEMBL956578,Displacement of [35S]MK499 from human ERG expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1152163,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,CHEMBL3307715,,0,O=c1c2ccccc2nc(-c2ccc(OCCCN3CCCCC3)cc2)n1-c1ccccc1,-2.662757831681574,439.5590000000002,5.307500000000005
CHEMBL3823929,,,464.96,0.0,4.19,13,CC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c2C)CC1,IC50,'=',27000.0,nM,4.57,,,UO_0000065,9.83,0.19,0.38,4.9,0,CHEMBL3825087,Inhibition of human ERG expressed in CHOK1 cells after 6 mins by electrophysiology assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3822394,1,Scientific Literature,J Med Chem,2016.0,CHEMBL3307512,,0,CC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c2C)CC1,-4.431363764158987,464.9610000000002,4.1850400000000025
CHEMBL1097718,,,450.47,0.0,2.57,14,Cc1cccc(Nc2nc(N3CCNCC3)nc3c(C)nn(CCOCC(F)(F)F)c23)n1,IC50,'=',560.0,nM,6.25,,,UO_0000065,13.88,0.27,3.68,6.72,0,CHEMBL1106514,Inhibition of human ERG expressed by patch clam electrophysiology assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1157119,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,0,Cc1cccc(Nc2nc(N3CCNCC3)nc3c(C)nn(CCOCC(F)(F)F)c23)n1,-2.7481880270062,450.46900000000016,2.57024
CHEMBL3650848,,,412.88,0.0,3.48,BDBM149939,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,IC50,'=',3250.0,nM,5.49,,288749.0,UO_0000065,13.29,0.26,2.01,5.55,1,CHEMBL3705667,"Inhibition Assay: The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at −80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to −50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to −50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3638878,37,BindingDB Database,,2015.0,,,0,CC1(C)Oc2ccc(NC(=O)c3ccc(Cl)cn3)cc2[C@@]2(COC(N)=N2)C12CC2,-3.5118833609788744,412.8770000000003,3.4787000000000017
CHEMBL3415585,,,364.4,0.0,2.33,29,Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CC(F)F)cnc2C(N)=O)c1,IC50,'=',5200.0,nM,5.28,,,UO_0000065,14.5,0.28,2.95,4.44,0,CHEMBL3418525,Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay,B,BAO_0000219,cell-based format,Homo sapiens,,,kidney,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3414497,1,Scientific Literature,J Med Chem,2015.0,,,0,Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CC(F)F)cnc2C(N)=O)c1,-3.716003343634799,364.4000000000001,2.33034
CHEMBL3989870,BERZOSERTIB,2.0,463.56,0.0,3.95,"2; VX-970, M6620",CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,IC50,'=',3000.0,nM,5.52,,,UO_0000065,11.91,0.23,1.57,4.45,0,CHEMBL4352779,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4350970,1,Scientific Literature,J Med Chem,2019.0,,,0,CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,-3.4771212547196626,463.56300000000016,3.949300000000002
CHEMBL385710,,,510.65,1.0,1.95,4i,CN(C)C(=O)C(CO)N(C)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2,IC50,'=',25000.0,nM,4.6,,,UO_0000065,9.01,0.17,2.65,6.84,0,CHEMBL854894,Inhibition of binding to hERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1137586,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,0,CN(C)C(=O)C(CO)N(C)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2,-4.3979400086720375,510.65400000000034,1.9508
CHEMBL244086,,,465.65,1.0,5.09,17,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)no1,IC50,'=',125.89,nM,6.9,,,UO_0000065,14.82,0.29,1.81,11.5,0,CHEMBL895464,Displacement of [3H]dofetilide from hERG expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1148818,1,Scientific Literature,J Med Chem,2007.0,CHEMBL3308072,,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccs4)n2C)CC3)no1,-2.0999912335446846,465.64800000000014,5.090020000000004
CHEMBL4076989,,,376.94,0.0,3.21,OAT-177,CC(C)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,IC50,'=',4000.0,nM,5.4,,,UO_0000065,14.32,0.28,2.19,7.29,0,CHEMBL4704019,Inhibition of tracer red binding to human ERG expressed in HEK293 cell membranes measured after 2 to 6 hrs by fluorescence polarization assay,B,BAO_0000249,cell membrane format,Homo sapiens,,,HEK293,Cell membrane,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4699582,1,Scientific Literature,J Med Chem,2020.0,,TIME: 2-6,0,CC(C)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,-3.7269987279362624,376.93600000000015,3.2098000000000004
CHEMBL4088719,,,394.45,0.0,4.29,36,CC(C)Oc1ccc(NC(=O)c2cc(N(C)Cc3ccc(F)cc3)ncn2)cc1,IC50,'=',4100.0,nM,5.39,,,UO_0000065,13.66,0.25,1.1,8.0,0,CHEMBL4032610,Inhibition of full length human ERG expressed in CHO cells at -70 mV holding potential by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4028901,1,Scientific Literature,J Med Chem,2017.0,,,0,CC(C)Oc1ccc(NC(=O)c2cc(N(C)Cc3ccc(F)cc3)ncn2)cc1,-3.612783856719736,394.45,4.2916000000000025
CHEMBL2146856,,,471.56,0.0,4.34,12,O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,IC50,'=',150.0,nM,6.82,,,UO_0000065,14.47,0.27,2.48,8.99,0,CHEMBL2148626,Displacement of [35S]MK499 from human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2146432,1,Scientific Literature,ACS Med Chem Lett,2012.0,,,0,O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1,-2.1760912590556813,471.5570000000002,4.335000000000004
CHEMBL222863,OUABAIN,4.0,584.66,3.0,-1.51,Ouabain,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,IC50,'=',5800.0,nM,5.24,,,UO_0000065,8.96,0.17,6.75,2.53,0,CHEMBL4037368,Displacement of Tracer Red from human ERG expressed in cell membranes by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4033781,1,Scientific Literature,J Med Chem,2018.0,,,0,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,-3.763427993562937,584.6590000000006,-1.5149999999999972
CHEMBL4779222,,,562.74,2.0,6.19,11a,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCNCC1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,10.59,0.2,-0.23,4.92,0,CHEMBL4716871,Inhibition of human ERG by dofetilide binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4715698,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,0,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCNCC1,-3.041392685158225,562.7400000000001,6.1898200000000045
CHEMBL3290351,,,450.52,0.0,2.18,17,COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4cnc(C)c(C#N)c4)[C@@H](F)C3)c2c1,IC50,'=',90000.0,nM,4.05,,,UO_0000065,8.98,0.17,1.87,4.21,0,CHEMBL3294033,Inhibition of human ERG by patch clamp electrophysiological analysis,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3286091,1,Scientific Literature,J Med Chem,2014.0,,,0,COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4cnc(C)c(C#N)c4)[C@@H](F)C3)c2c1,-4.954242509439325,450.5180000000002,2.1823999999999995
CHEMBL2022730,,,453.52,0.0,4.04,13,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCOCC3)o2)cc1)c1ccccc1F,IC50,'=',12589.25,nM,4.9,,,UO_0000065,10.8,0.2,0.86,5.3,0,CHEMBL2026860,Displacement of [3H]Dofetilide from human ERG expressed in CHO-K1 cells by scintillation proximity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2021786,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,CHEMBL3307512,,0,O=C(Nc1ccc(-c2nnc(NCCCCN3CCCOCC3)o2)cc1)c1ccccc1F,-4.099999857942367,453.5180000000002,4.042400000000003
CHEMBL1823042,,,361.46,0.0,2.02,sto11j,O=C(C1CC(Oc2cccc(F)c2)CN1)N1CCCN(C2CCC2)CC1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,13.83,0.26,2.98,11.16,0,CHEMBL1827362,Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1821550,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,0,O=C(C1CC(Oc2cccc(F)c2)CN1)N1CCCN(C2CCC2)CC1,-4.0,361.4610000000002,2.0218
CHEMBL483810,,,432.51,0.0,2.02,"SI-S10, 34",N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cccnc3S)C2=O)cc1,IC50,'=',11000.01,nM,4.96,,,UO_0000065,11.46,0.22,2.94,4.77,0,CHEMBL1027667,Inhibition of human ERG channel,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1137783,1,Scientific Literature,J Med Chem,2009.0,,,0,N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cccnc3S)C2=O)cc1,-4.041393079971211,432.50900000000007,2.01768
CHEMBL457614,,,391.84,0.0,4.09,"1a, AZ-23",CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1,IC50,'=',5200.0,nM,5.28,,,UO_0000065,13.49,0.27,1.19,5.25,0,CHEMBL2154697,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2150905,1,Scientific Literature,ACS Med Chem Lett,2012.0,,,0,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1,-3.716003343634799,391.838,4.091100000000002
CHEMBL2333648,,,384.83,0.0,4.59,15,FC(F)(F)c1cc(Cl)cc(COCC2(c3ccccc3)CCNCC2)n1,IC50,'=',25000.0,nM,4.6,,,UO_0000065,11.96,0.24,0.01,13.48,0,CHEMBL2342727,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2331544,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,0,FC(F)(F)c1cc(Cl)cc(COCC2(c3ccccc3)CCNCC2)n1,-4.3979400086720375,384.8290000000001,4.5918000000000045
CHEMBL4777155,,,469.47,0.0,1.97,29,COc1ccc2ncc(F)c(CC[C@H]3OC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,IC50,'=',1400.0,nM,5.85,,,UO_0000065,12.47,0.24,3.88,5.02,0,CHEMBL4769893,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4765317,1,Scientific Literature,Eur J Med Chem,2020.0,,,0,COc1ccc2ncc(F)c(CC[C@H]3OC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,-3.146128035678238,469.4730000000003,1.9673
CHEMBL3086040,,,586.93,2.0,6.13,35,O=C(NC(c1ccc(Cl)cc1)c1ccnc(F)c1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,IC50,'=',590.0,nM,6.23,,,UO_0000065,10.61,0.23,0.1,11.44,0,CHEMBL3090534,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3085718,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,0,O=C(NC(c1ccc(Cl)cc1)c1ccnc(F)c1)[C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1,-2.770852011642144,586.9330000000004,6.126900000000006
CHEMBL2335285,,,260.3,0.0,3.04,5h,COc1cccc2nc(C#Cc3cccnc3)ccc12,IC50,'=',65300.0,nM,4.18,,,UO_0000065,16.08,0.29,1.15,11.95,0,CHEMBL2345730,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2331457,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,0,COc1cccc2nc(C#Cc3cccnc3)ccc12,-4.814913181275074,260.29600000000005,3.0382000000000016
CHEMBL2164390,,,455.44,0.0,4.04,17,O=C(NCc1cccc(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ccccn1,IC50,'=',21000.0,nM,4.68,,,UO_0000065,10.27,0.19,0.64,6.54,0,CHEMBL2168489,Binding affinity to human ERG expressed in CHOK1 cells by IonWorks HT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2163233,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307512,,0,O=C(NCc1cccc(OC(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ccccn1,-4.32221929473392,455.43600000000015,4.036200000000003
CHEMBL455511,,,310.22,1.0,5.16,26,Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1,IC50,'=',3390.0,nM,5.47,,,UO_0000065,17.63,0.37,0.31,43.86,0,CHEMBL962309,Displacement of [3H]dofetilide from human ERG channel,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1152152,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,,,0,Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1,-3.530199698203082,310.22400000000005,5.155720000000003
