CIDX	RIDX	COMPOUND_NAME	COMPOUND_KEY
DOM_SIM_376	LEY_VERO	Fudosteine 	Fudosteine 
DOM_SIM_377	LEY_VERO	GSK1292263	GSK1292263
DOM_SIM_378	LEY_VERO	Sonidegib phosphate 	Sonidegib phosphate 
DOM_SIM_379	LEY_VERO	KW 2449	KW 2449
DOM_SIM_380	LEY_VERO	Mubritinib 	Mubritinib 
DOM_SIM_381	LEY_VERO	N-(4-carboxyphenyl)-alpha-D-mannopyranosylamine	N-(4-carboxyphenyl)-alpha-D-mannopyranosylamine
DOM_SIM_382	LEY_VERO	Pikamilone	Pikamilone
DOM_SIM_383	LEY_VERO	Indibulin 	Indibulin 
DOM_SIM_384	LEY_VERO	REN-1189	REN-1189
DOM_SIM_385	LEY_VERO	Mequitazine	Mequitazine
DOM_SIM_386	LEY_VERO	CHEMBL29134	CHEMBL29134
DOM_SIM_387	LEY_VERO	Pivagabine 	Pivagabine 
DOM_SIM_388	LEY_VERO	Verubulin hydrochloride 	Verubulin hydrochloride 
DOM_SIM_389	LEY_VERO	Benfotiamine 	Benfotiamine 
DOM_SIM_390	LEY_VERO	Aminoguanidine	Aminoguanidine
DOM_SIM_391	LEY_VERO	Triprolidine hydrochloride 	Triprolidine hydrochloride 
DOM_SIM_392	LEY_VERO	Piricapiron	Piricapiron
DOM_SIM_393	LEY_VERO	Bonaphthone	Bonaphthone
DOM_SIM_394	LEY_VERO	Olopatadine hydrochloride 	Olopatadine hydrochloride 
DOM_SIM_395	LEY_VERO	Esaprazole hydrochloride 	Esaprazole hydrochloride 
DOM_SIM_396	LEY_VERO	Timofibrate 	Timofibrate 
DOM_SIM_397	LEY_VERO	Flumexadol 	Flumexadol 
DOM_SIM_398	LEY_VERO	HT-2157	HT-2157
DOM_SIM_399	LEY_VERO	Letosteine 	Letosteine 
DOM_SIM_400	LEY_VERO	Succinylcholine chloride 	Succinylcholine chloride 
DOM_SIM_401	LEY_VERO	Tiracizine hydrochloride 	Tiracizine hydrochloride 
DOM_SIM_402	LEY_VERO	Brolitene	Brolitene
DOM_SIM_403	LEY_VERO	Isbufylline 	Isbufylline 
DOM_SIM_404	LEY_VERO	Befol	Befol
DOM_SIM_405	LEY_VERO	Ecabamide	Ecabamide
DOM_SIM_406	LEY_VERO	OCO-1112	OCO-1112
DOM_SIM_407	LEY_VERO	Nebracetam 	Nebracetam 
DOM_SIM_408	LEY_VERO	Metoprine 	Metoprine 
DOM_SIM_409	LEY_VERO	Methazolamide 	Methazolamide 
DOM_SIM_410	LEY_VERO	Etacizin	Etacizin
DOM_SIM_411	LEY_VERO	(+)-R-Pramipexole dihydrochloride	(+)-R-Pramipexole dihydrochloride
DOM_SIM_412	LEY_VERO	Tetrindol	Tetrindol
DOM_SIM_413	LEY_VERO	Difloxacin hydrochloride 	Difloxacin hydrochloride 
DOM_SIM_414	LEY_VERO	4-Aminopyridine	4-Aminopyridine
DOM_SIM_415	LEY_VERO	Ornithine phenylacetate 	Ornithine phenylacetate 
DOM_SIM_416	LEY_VERO	Fasudil hydrochloride 	Fasudil hydrochloride 
DOM_SIM_417	LEY_VERO	Chlormethiazole edisylate 	Chlormethiazole edisylate 
DOM_SIM_418	LEY_VERO	Vortioxetine hydrobromide 	Vortioxetine hydrobromide 
DOM_SIM_419	LEY_VERO	Emoxipin hydrochloride	Emoxipin hydrochloride
DOM_SIM_420	LEY_VERO	Nibentan	Nibentan
DOM_SIM_421	LEY_VERO	Levobetaxolol hydrochloride 	Levobetaxolol hydrochloride 
DOM_SIM_422	LEY_VERO	Edetic_acid 	Edetic_acid 
DOM_SIM_423	LEY_VERO	Pyrantel pamoate	Pyrantel pamoate
DOM_SIM_424	LEY_VERO	Ethimizol	Ethimizol
DOM_SIM_425	LEY_VERO	Tenilsetam 	Tenilsetam 
DOM_SIM_426	LEY_VERO	Fadrozole 	Fadrozole 
DOM_SIM_427	LEY_VERO	Oseltamivir phosphate 	Oseltamivir phosphate 
DOM_SIM_428	LEY_VERO	Talniflumate 	Talniflumate 
DOM_SIM_429	LEY_VERO	Antiepilepsirine	Antiepilepsirine
DOM_SIM_430	LEY_VERO	Tetrabenazine 	Tetrabenazine 
DOM_SIM_431	LEY_VERO	Nuclomedone 	Nuclomedone 
DOM_SIM_432	LEY_VERO	Danofloxacin 	Danofloxacin 
DOM_SIM_433	LEY_VERO	Bromantan	Bromantan
DOM_SIM_434	LEY_VERO	Fenoldopam mesilate 	Fenoldopam mesilate 
DOM_SIM_435	LEY_VERO	Benflumetol	Benflumetol
DOM_SIM_436	LEY_VERO	Xilobam 	Xilobam 
DOM_SIM_437	LEY_VERO	MK-571 	MK-571 
DOM_SIM_438	LEY_VERO	Remacemide hydrochloride 	Remacemide hydrochloride 
DOM_SIM_439	LEY_VERO	Proxodolol	Proxodolol
DOM_SIM_440	LEY_VERO	Tasuldine 	Tasuldine 
DOM_SIM_441	LEY_VERO	Doxapram hydrochloride	Doxapram hydrochloride
DOM_SIM_442	LEY_VERO	Tromaril	Tromaril
DOM_SIM_443	LEY_VERO	Etofilline clofibrate 	Etofilline clofibrate 
DOM_SIM_444	LEY_VERO	Ethambutol	Ethambutol
DOM_SIM_445	LEY_VERO	Indobufen 	Indobufen 
DOM_SIM_446	LEY_VERO	Fingolimod hydrochloride 	Fingolimod hydrochloride 
DOM_SIM_447	LEY_VERO	Nimustine hydrochloride 	Nimustine hydrochloride 
DOM_SIM_448	LEY_VERO	Lidamidine hydrochloride 	Lidamidine hydrochloride 
DOM_SIM_449	LEY_VERO	Amiridine	Amiridine
DOM_SIM_450	LEY_VERO	(+)-Sotalol	(+)-Sotalol
DOM_SIM_451	LEY_VERO	Oseltamivir carboxylate	Oseltamivir carboxylate
DOM_SIM_452	LEY_VERO	(L)-Lobeline sulfate (Rec INNM)	(L)-Lobeline sulfate (Rec INNM)
DOM_SIM_453	LEY_VERO	Valrocemide 	Valrocemide 
DOM_SIM_454	LEY_VERO	Cetilistat 	Cetilistat 
DOM_SIM_455	LEY_VERO	trans-9,trans-11-Conjugated linoleic_acid	trans-9,trans-11-Conjugated linoleic_acid
DOM_SIM_456	LEY_VERO	Fenofibric_acid	Fenofibric_acid
DOM_SIM_457	LEY_VERO	Fludarabine phosphate 	Fludarabine phosphate 
DOM_SIM_458	LEY_VERO	Rhein	Rhein
DOM_SIM_459	LEY_VERO	Exalamide 	Exalamide 
DOM_SIM_460	LEY_VERO	Pleconaril 	Pleconaril 
DOM_SIM_461	LEY_VERO	Triclabendazole 	Triclabendazole 
DOM_SIM_462	LEY_VERO	5-Fluorodeoxyuridine	5-Fluorodeoxyuridine
DOM_SIM_463	LEY_VERO	(±)-Equol	(±)-Equol
DOM_SIM_464	LEY_VERO	Ampalex	Ampalex
DOM_SIM_465	LEY_VERO	Eflornithine hydrochloride 	Eflornithine hydrochloride 
DOM_SIM_466	LEY_VERO	Tolamolol 	Tolamolol 
DOM_SIM_467	LEY_VERO	Retinal	Retinal
DOM_SIM_468	LEY_VERO	Parecoxib sodium 	Parecoxib sodium 
DOM_SIM_469	LEY_VERO	Cefprozil monohydrate 	Cefprozil monohydrate 
DOM_SIM_470	LEY_VERO	RN-1734	RN-1734
DOM_SIM_471	LEY_VERO	Sorafenib 	Sorafenib 
DOM_SIM_472	LEY_VERO	Pibenzimol	Pibenzimol
DOM_SIM_473	LEY_VERO	SEP-227900	SEP-227900
DOM_SIM_474	LEY_VERO	Pemirolast 	Pemirolast 
DOM_SIM_475	LEY_VERO	DL-Thiaproline	DL-Thiaproline
DOM_SIM_476	LEY_VERO	Cannabidiol 	Cannabidiol 
DOM_SIM_477	LEY_VERO	Bifendate	Bifendate
DOM_SIM_478	LEY_VERO	Toloxatone 	Toloxatone 
DOM_SIM_479	LEY_VERO	Ivabradine hydrochloride 	Ivabradine hydrochloride 
DOM_SIM_480	LEY_VERO	Bromodeoxyuridine	Bromodeoxyuridine
DOM_SIM_481	LEY_VERO	Etonogestrel 	Etonogestrel 
DOM_SIM_482	LEY_VERO	Amsacrine 	Amsacrine 
DOM_SIM_483	LEY_VERO	Artemether 	Artemether 
DOM_SIM_484	LEY_VERO	Org-26576	Org-26576
DOM_SIM_485	LEY_VERO	Perillyl alcohol	Perillyl alcohol
DOM_SIM_486	LEY_VERO	Dexrazoxane hydrochloride 	Dexrazoxane hydrochloride 
DOM_SIM_487	LEY_VERO	Acitretin 	Acitretin 
DOM_SIM_488	LEY_VERO	Razoxane	Razoxane
DOM_SIM_489	LEY_VERO	(S)-Tofisopam	(S)-Tofisopam
DOM_SIM_490	LEY_VERO	Marbofloxacin 	Marbofloxacin 
DOM_SIM_491	LEY_VERO	Diclondazolic_acid	Diclondazolic_acid
DOM_SIM_492	LEY_VERO	Methsuximide 	Methsuximide 
DOM_SIM_493	LEY_VERO	Atenolol 	Atenolol 
DOM_SIM_494	LEY_VERO	Erythritol	Erythritol
DOM_SIM_495	LEY_VERO	Alanosine	Alanosine
DOM_SIM_496	LEY_VERO	Cromakalim 	Cromakalim 
DOM_SIM_497	LEY_VERO	Valnoctamide 	Valnoctamide 
DOM_SIM_498	LEY_VERO	trofinetide	trofinetide
DOM_SIM_499	LEY_VERO	Zileuton 	Zileuton 
DOM_SIM_500	LEY_VERO	Phylloquinone	Phylloquinone
DOM_SIM_501	LEY_VERO	Bexarotene 	Bexarotene 
DOM_SIM_502	LEY_VERO	Proflavine	Proflavine
DOM_SIM_503	LEY_VERO	Metanicotine	Metanicotine
DOM_SIM_504	LEY_VERO	N,N?Œ-Diacetyl-L-cystine	N,N?Œ-Diacetyl-L-cystine
DOM_SIM_505	LEY_VERO	Felbinac ethyl	Felbinac ethyl
DOM_SIM_506	LEY_VERO	Etomidate 	Etomidate 
DOM_SIM_507	LEY_VERO	17-Acetoxyprogesterone	17-Acetoxyprogesterone
DOM_SIM_508	LEY_VERO	Adefovir dipivoxil 	Adefovir dipivoxil 
DOM_SIM_509	LEY_VERO	Anabasine hydrochloride	Anabasine hydrochloride
DOM_SIM_510	LEY_VERO	Cantharidin 	Cantharidin 
DOM_SIM_511	LEY_VERO	Rufinamide 	Rufinamide 
DOM_SIM_512	LEY_VERO	mCyd	mCyd
DOM_SIM_513	LEY_VERO	Enprofylline 	Enprofylline 
DOM_SIM_514	LEY_VERO	IO-21	IO-21
DOM_SIM_515	LEY_VERO	1,8-Cineole	1,8-Cineole
DOM_SIM_516	LEY_VERO	Stiripentol 	Stiripentol 
DOM_SIM_517	LEY_VERO	Eliprodil 	Eliprodil 
DOM_SIM_518	LEY_VERO	Tamibarotene 	Tamibarotene 
DOM_SIM_519	LEY_VERO	Pirfenidone 	Pirfenidone 
DOM_SIM_520	LEY_VERO	Loxiglumide 	Loxiglumide 
DOM_SIM_521	LEY_VERO	Alovudine 	Alovudine 
DOM_SIM_522	LEY_VERO	Fesoterodine fumarate 	Fesoterodine fumarate 
DOM_SIM_523	LEY_VERO	Bemesetron 	Bemesetron 
DOM_SIM_524	LEY_VERO	M-2000	M-2000
DOM_SIM_525	LEY_VERO	L-Dopa methyl ester hydrochloride	L-Dopa methyl ester hydrochloride
DOM_SIM_526	LEY_VERO	Hypericin	Hypericin
DOM_SIM_527	LEY_VERO	Lynestrenol 	Lynestrenol 
DOM_SIM_528	LEY_VERO	6-Aminochrysene	6-Aminochrysene
DOM_SIM_529	LEY_VERO	Azamianserin	Azamianserin
DOM_SIM_530	LEY_VERO	Mebrofenin 	Mebrofenin 
DOM_SIM_531	LEY_VERO	Cocositol	Cocositol
DOM_SIM_532	LEY_VERO	Antineoplaston AS2-5	Antineoplaston AS2-5
DOM_SIM_533	LEY_VERO	Tempol-H	Tempol-H
DOM_SIM_534	LEY_VERO	Uracil 	Uracil 
DOM_SIM_535	LEY_VERO	Dizocilpine 	Dizocilpine 
DOM_SIM_536	LEY_VERO	Couroupitine B	Couroupitine B
DOM_SIM_537	LEY_VERO	Parthenolide	Parthenolide
DOM_SIM_538	LEY_VERO	AR-42 (HDAC-42)	AR-42 (HDAC-42)
DOM_SIM_539	LEY_VERO	Etofibrate 	Etofibrate 
DOM_SIM_540	LEY_VERO	Meldonium hydrate 	Meldonium hydrate 
DOM_SIM_541	LEY_VERO	Mozavaptan hydrochloride 	Mozavaptan hydrochloride 
DOM_SIM_542	LEY_VERO	Intepirdine 	Intepirdine 
DOM_SIM_543	LEY_VERO	Fedratinib hydrochloride 	Fedratinib hydrochloride 
DOM_SIM_544	LEY_VERO	Silibinin	Silibinin
DOM_SIM_545	LEY_VERO	Amygdalin	Amygdalin
DOM_SIM_546	LEY_VERO	Teriflunomide 	Teriflunomide 
DOM_SIM_547	LEY_VERO	Troxipide 	Troxipide 
DOM_SIM_548	LEY_VERO	Dapivirine 	Dapivirine 
DOM_SIM_549	LEY_VERO	Prucalopride hydrochloride 	Prucalopride hydrochloride 
DOM_SIM_550	LEY_VERO	Anacetrapib 	Anacetrapib 
DOM_SIM_551	LEY_VERO	Clinofibrate 	Clinofibrate 
DOM_SIM_552	LEY_VERO	Josamycin	Josamycin
DOM_SIM_553	LEY_VERO	(+)-Ursolic_acid	(+)-Ursolic_acid
DOM_SIM_554	LEY_VERO	Digitoxin 	Digitoxin 
DOM_SIM_555	LEY_VERO	beta-Sitosterol	beta-Sitosterol
DOM_SIM_556	LEY_VERO	Betulin	Betulin
DOM_SIM_557	LEY_VERO	Simeprevir 	Simeprevir 
DOM_SIM_558	LEY_VERO	Linagliptin 	Linagliptin 
DOM_SIM_559	LEY_VERO	Venetoclax 	Venetoclax 
DOM_SIM_560	LEY_VERO	KPT-9274	KPT-9274
DOM_SIM_561	LEY_VERO	Atazanavir sulfate 	Atazanavir sulfate 
DOM_SIM_562	LEY_VERO	Sertaconazole nitrate 	Sertaconazole nitrate 
DOM_SIM_563	LEY_VERO	20-O-beta-D-Glucopyranosyl-20	20-O-beta-D-Glucopyranosyl-20
DOM_SIM_564	LEY_VERO	N-tert-Butylisoquine	N-tert-Butylisoquine
DOM_SIM_565	LEY_VERO	Indinavir sulfate 	Indinavir sulfate 
DOM_SIM_566	LEY_VERO	Astemizole 	Astemizole 
DOM_SIM_567	LEY_VERO	Niclosamide	Niclosamide
DOM_SIM_568	LEY_VERO	Rifapentin	Rifapentin
DOM_SIM_569	LEY_VERO	AR-12	AR-12
DOM_SIM_570	LEY_VERO	Paritaprevir 	Paritaprevir 
DOM_SIM_571	LEY_VERO	Ledipasvir 	Ledipasvir 
DOM_SIM_572	LEY_VERO	Gossypol	Gossypol
DOM_SIM_573	LEY_VERO	Fenebrutinib 	Fenebrutinib 
DOM_SIM_574	LEY_VERO	Navitoclax 	Navitoclax 
DOM_SIM_575	LEY_VERO	Olcegepant 	Olcegepant 
DOM_SIM_576	LEY_VERO	BMS-599626	BMS-599626
DOM_SIM_577	LEY_VERO	raloxifene	raloxifene
DOM_SIM_578	LEY_VERO	Grazoprevir hydrate 	Grazoprevir hydrate 
DOM_SIM_579	LEY_VERO	2alpha-hydroxyursolic_acid	2alpha-hydroxyursolic_acid
DOM_SIM_580	LEY_VERO	Ocaperidone 	Ocaperidone 
DOM_SIM_581	LEY_VERO	Birinapant 	Birinapant 
DOM_SIM_582	LEY_VERO	AMG 900	AMG 900
DOM_SIM_583	LEY_VERO	Rifaximin 	Rifaximin 
DOM_SIM_584	LEY_VERO	Succinobucol 	Succinobucol 
DOM_SIM_585	LEY_VERO	Ansamitocin P-3	Ansamitocin P-3
DOM_SIM_586	LEY_VERO	Lixivaptan 	Lixivaptan 
DOM_SIM_587	LEY_VERO	Tegobuvir 	Tegobuvir 
DOM_SIM_588	LEY_VERO	Pranlukast hydrate 	Pranlukast hydrate 
DOM_SIM_589	LEY_VERO	Nanchangmycin	Nanchangmycin
DOM_SIM_590	LEY_VERO	Posaconazole 	Posaconazole 
DOM_SIM_591	LEY_VERO	Batefenterol succinate 	Batefenterol succinate 
DOM_SIM_592	LEY_VERO	PF-3758309	PF-3758309
DOM_SIM_593	LEY_VERO	Quiflapon Sodium 	Quiflapon Sodium 
DOM_SIM_594	LEY_VERO	Diclazuril 	Diclazuril 
DOM_SIM_595	LEY_VERO	Chidamide	Chidamide
DOM_SIM_596	LEY_VERO	Daclatasvir dihydrochloride 	Daclatasvir dihydrochloride 
DOM_SIM_597	LEY_VERO	GS-9851	GS-9851
DOM_SIM_598	LEY_VERO	Telaprevir 	Telaprevir 
DOM_SIM_599	LEY_VERO	Povan	Povan
DOM_SIM_600	LEY_VERO	Halofantrine hydrochloride 	Halofantrine hydrochloride 
DOM_SIM_601	LEY_VERO	Maraviroc 	Maraviroc 
DOM_SIM_602	LEY_VERO	Vindesine 	Vindesine 
DOM_SIM_603	LEY_VERO	Sinefungin	Sinefungin
DOM_SIM_604	LEY_VERO	Clomifene	Clomifene
DOM_SIM_605	LEY_VERO	Reparixin 	Reparixin 
DOM_SIM_606	LEY_VERO	DF-2755A	DF-2755A
DOM_SIM_607	LEY_VERO	Ladarixin sodium 	Ladarixin sodium 
EOS100001	LEY_VERO	vincristine	vincristine
EOS100002	LEY_VERO	finasteride	finasteride
EOS100003	LEY_VERO	TP-0903	TP-0903
EOS100004	LEY_VERO	TUG-891	TUG-891
EOS100005	LEY_VERO	ezetimibe	ezetimibe
EOS100006	LEY_VERO	AGI-5198	AGI-5198
EOS100007	LEY_VERO	IBUDILAST	IBUDILAST
EOS100008	LEY_VERO	NAPHAZOLINE	NAPHAZOLINE
EOS100009	LEY_VERO	Netazepide	Netazepide
EOS100010	LEY_VERO	FELBAMATE	FELBAMATE
EOS100011	LEY_VERO	QUINACRINE DIHYDROCHLORIDE	QUINACRINE DIHYDROCHLORIDE
EOS100012	LEY_VERO	LY2874455	LY2874455
EOS100013	LEY_VERO	indacaterol	indacaterol
EOS100014	LEY_VERO	TIPIRACIL	TIPIRACIL
EOS100015	LEY_VERO	tirofiban	tirofiban
EOS100016	LEY_VERO	pexidartinib	pexidartinib
EOS100017	LEY_VERO	Amsacrine (hydrochloride)	Amsacrine (hydrochloride)
EOS100018	LEY_VERO	VORTIOXETINE	VORTIOXETINE
EOS100019	LEY_VERO	BISACODYL	BISACODYL
EOS100020	LEY_VERO	sacubitrilat	sacubitrilat
EOS100021	LEY_VERO	CC-223	CC-223
EOS100022	LEY_VERO	BX-795	BX-795
EOS100023	LEY_VERO	EVACETRAPIB	EVACETRAPIB
EOS100024	LEY_VERO	ZM-447439	ZM-447439
EOS100025	LEY_VERO	(R)Tulobuterol	(R)Tulobuterol
EOS100026	LEY_VERO	MASLINIC_acid	MASLINIC_acid
EOS100027	LEY_VERO	ACACETIN	ACACETIN
EOS100028	LEY_VERO	Indirubin-3'-monoxime	Indirubin-3'-monoxime
EOS100029	LEY_VERO	PIRODAVIR	PIRODAVIR
EOS100030	LEY_VERO	GW806742X	GW806742X
EOS100031	LEY_VERO	AZ6102	AZ6102
EOS100032	LEY_VERO	SR3335	SR3335
EOS100033	LEY_VERO	AFIMOXIFENE	AFIMOXIFENE
EOS100034	LEY_VERO	MT-DADMe-ImmA	MT-DADMe-ImmA
EOS100035	LEY_VERO	GSK180736A	GSK180736A
EOS100036	LEY_VERO	CPI-360	CPI-360
EOS100037	LEY_VERO	CCT128930	CCT128930
EOS100038	LEY_VERO	CPI-169	CPI-169
EOS100039	LEY_VERO	OTSSP167	OTSSP167
EOS100040	LEY_VERO	PF-2545920	PF-2545920
EOS100041	LEY_VERO	1-Aminobenzotriazole	1-Aminobenzotriazole
EOS100042	LEY_VERO	Sodium orthovanadate	Sodium orthovanadate
EOS100043	LEY_VERO	UNC3866	UNC3866
EOS100044	LEY_VERO	CTS-1027	CTS-1027
EOS100045	LEY_VERO	GNE-3511	GNE-3511
EOS100046	LEY_VERO	E7449	E7449
EOS100047	LEY_VERO	BI605906	BI605906
EOS100048	LEY_VERO	E-64	E-64
EOS100049	LEY_VERO	GNE-272	GNE-272
EOS100050	LEY_VERO	A 77-01	A 77-01
EOS100051	LEY_VERO	CCT241533	CCT241533
EOS100052	LEY_VERO	TES-1025	TES-1025
EOS100053	LEY_VERO	IACS-9571	IACS-9571
EOS100054	LEY_VERO	santacruzamate A	santacruzamate A
EOS100055	LEY_VERO	GSK9311	GSK9311
EOS100056	LEY_VERO	AM-2099	AM-2099
EOS100057	LEY_VERO	Lck inhibitor 2	Lck inhibitor 2
EOS100058	LEY_VERO	SUMATRIPTAN	SUMATRIPTAN
EOS100059	LEY_VERO	OSU-03012	OSU-03012
EOS100060	LEY_VERO	ML240	ML240
EOS100061	LEY_VERO	GNE-6640	GNE-6640
EOS100062	LEY_VERO	ATR-101	ATR-101
EOS100063	LEY_VERO	FN-1501	FN-1501
EOS100064	LEY_VERO	PF 431396	PF 431396
EOS100065	LEY_VERO	RITODRINE HYDROCHLORIDE	RITODRINE HYDROCHLORIDE
EOS100066	LEY_VERO	GSK467	GSK467
EOS100067	LEY_VERO	GSK2330672	GSK2330672
EOS100068	LEY_VERO	CEVIMELINE	CEVIMELINE
EOS100069	LEY_VERO	AG1024	AG1024
EOS100070	LEY_VERO	SCH-1473759	SCH-1473759
EOS100071	LEY_VERO	TM-N1324	TM-N1324
EOS100072	LEY_VERO	GLABRIDIN	GLABRIDIN
EOS100073	LEY_VERO	EDOXUDINE	EDOXUDINE
EOS100074	LEY_VERO	SNX-2112	SNX-2112
EOS100075	LEY_VERO	RELEBACTAM	RELEBACTAM
EOS100076	LEY_VERO	OMAPATRILAT	OMAPATRILAT
EOS100077	LEY_VERO	NSC228155	NSC228155
EOS100078	LEY_VERO	CYM 5541	CYM 5541
EOS100079	LEY_VERO	REVEFENACIN	REVEFENACIN
EOS100080	LEY_VERO	GLPG1690	GLPG1690
EOS100081	LEY_VERO	PF-06409577	PF-06409577
EOS100082	LEY_VERO	OLEANONIC_acid	OLEANONIC_acid
EOS100083	LEY_VERO	SELADELPAR	SELADELPAR
EOS100084	LEY_VERO	AZ3451	AZ3451
EOS100085	LEY_VERO	ACHP	ACHP
EOS100086	LEY_VERO	GEFAPIXANT	GEFAPIXANT
EOS100087	LEY_VERO	ML281	ML281
EOS100088	LEY_VERO	AMZ30	AMZ30
EOS100089	LEY_VERO	TYROSOL	TYROSOL
EOS100090	LEY_VERO	NOLATREXED	NOLATREXED
EOS100091	LEY_VERO	ARRY-797	ARRY-797
EOS100092	LEY_VERO	Iberdomide	Iberdomide
EOS100093	LEY_VERO	3,5-Dicaffeoylquinic_acid	3,5-Dicaffeoylquinic_acid
EOS100094	LEY_VERO	JNK-IN-7	JNK-IN-7
EOS100095	LEY_VERO	2-Acetylphenothiazine	2-Acetylphenothiazine
EOS100096	LEY_VERO	PF-06651600	PF-06651600
EOS100097	LEY_VERO	DIPROTIN A	DIPROTIN A
EOS100098	LEY_VERO	DAA-1106	DAA-1106
EOS100099	LEY_VERO	MK-3207	MK-3207
EOS100100	LEY_VERO	GW274150	GW274150
EOS100101	LEY_VERO	RG3039	RG3039
EOS100102	LEY_VERO	Cipargamin	Cipargamin
EOS100103	LEY_VERO	LXS196	LXS196
EOS100104	LEY_VERO	Cardamonin	Cardamonin
EOS100105	LEY_VERO	CAPROMORELIN	CAPROMORELIN
EOS100106	LEY_VERO	ABX-1431	ABX-1431
EOS100107	LEY_VERO	CHLORANTRANILIPROLE	CHLORANTRANILIPROLE
EOS100108	LEY_VERO	Cenerimod	Cenerimod
EOS100109	LEY_VERO	Cintirorgon	Cintirorgon
EOS100110	LEY_VERO	RIPA-56	RIPA-56
EOS100111	LEY_VERO	PI3K??IN-2	PI3K??IN-2
EOS100112	LEY_VERO	TRICLOCARBAN	TRICLOCARBAN
EOS100113	LEY_VERO	TG 100572	TG 100572
EOS100114	LEY_VERO	Luteoloside	Luteoloside
EOS100115	LEY_VERO	DELANZOMIB	DELANZOMIB
EOS100116	LEY_VERO	ARN-3236	ARN-3236
EOS100117	LEY_VERO	Protein kinase inhibitors 1	Protein kinase inhibitors 1
EOS100118	LEY_VERO	trans-Zeatin	trans-Zeatin
EOS100119	LEY_VERO	ATAZANAVIR	ATAZANAVIR
EOS100120	LEY_VERO	CXCR2-IN-1	CXCR2-IN-1
EOS100121	LEY_VERO	AKR1C3-IN-1	AKR1C3-IN-1
EOS100122	LEY_VERO	Flumatinib	Flumatinib
EOS100123	LEY_VERO	Genz-123346 (free base)	Genz-123346 (free base)
EOS100124	LEY_VERO	XL228	XL228
EOS100125	LEY_VERO	Tyrphostin AG 528	Tyrphostin AG 528
EOS100126	LEY_VERO	TPPU	TPPU
EOS100127	LEY_VERO	4E1RCat	4E1RCat
EOS100128	LEY_VERO	MGL-3196	MGL-3196
EOS100129	LEY_VERO	Walrycin B	Walrycin B
EOS100130	LEY_VERO	S107	S107
EOS100131	LEY_VERO	DSM265	DSM265
EOS100132	LEY_VERO	cis-trismethoxy Resveratrol	cis-trismethoxy Resveratrol
EOS100133	LEY_VERO	GSK2982772	GSK2982772
EOS100134	LEY_VERO	6-aminochrysene	6-aminochrysene
EOS100135	LEY_VERO	ETRAVIRINE	ETRAVIRINE
EOS100136	LEY_VERO	TRi-1	TRi-1
EOS100137	LEY_VERO	MELK-TI	MELK-TI
EOS100138	LEY_VERO	LY 3000328	LY 3000328
EOS100139	LEY_VERO	AFN-1252	AFN-1252
EOS100140	LEY_VERO	FILANESIB	FILANESIB
EOS100141	LEY_VERO	VADADUSTAT	VADADUSTAT
EOS100142	LEY_VERO	TP-3654	TP-3654
EOS100143	LEY_VERO	RALTEGRAVIR	RALTEGRAVIR
EOS100144	LEY_VERO	AU1235	AU1235
EOS100145	LEY_VERO	A-484954	A-484954
EOS100146	LEY_VERO	Pamiparib	Pamiparib
EOS100147	LEY_VERO	HISPIDULIN	HISPIDULIN
EOS100148	LEY_VERO	LERSIVIRINE	LERSIVIRINE
EOS100149	LEY_VERO	TR-14035	TR-14035
EOS100150	LEY_VERO	RILPIVIRINE	RILPIVIRINE
EOS100151	LEY_VERO	AMPRENAVIR	AMPRENAVIR
EOS100152	LEY_VERO	HUPERZINE A	HUPERZINE A
EOS100153	LEY_VERO	(R)-BAY 73-6691	(R)-BAY 73-6691
EOS100154	LEY_VERO	BI-1347	BI-1347
EOS100155	LEY_VERO	SAR7334	SAR7334
EOS100156	LEY_VERO	(E/Z)-ISTAROXIME	(E/Z)-ISTAROXIME
EOS100157	LEY_VERO	CCT196969	CCT196969
EOS100158	LEY_VERO	ZANAMIVIR	ZANAMIVIR
EOS100159	LEY_VERO	POSACONAZOLE	POSACONAZOLE
EOS100160	LEY_VERO	LOPINAVIR	LOPINAVIR
EOS100161	LEY_VERO	FPS-ZM1	FPS-ZM1
EOS100162	LEY_VERO	MDL-29951	MDL-29951
EOS100163	LEY_VERO	4-hydroxyphenylacetic_acid	4-hydroxyphenylacetic_acid
EOS100164	LEY_VERO	AC-55541	AC-55541
EOS100165	LEY_VERO	AZD0156	AZD0156
EOS100166	LEY_VERO	CY-09	CY-09
EOS100167	LEY_VERO	ETC-159	ETC-159
EOS100168	LEY_VERO	FLUORESCEIN DIACETATE	FLUORESCEIN DIACETATE
EOS100169	LEY_VERO	Cyclo(-RGDfK)	Cyclo(-RGDfK)
EOS100170	LEY_VERO	PROTOCATECHUIC_acid	PROTOCATECHUIC_acid
EOS100171	LEY_VERO	L-778123	L-778123
EOS100172	LEY_VERO	RG13022	RG13022
EOS100173	LEY_VERO	CAY10650	CAY10650
EOS100174	LEY_VERO	dBET6	dBET6
EOS100175	LEY_VERO	F16	F16
EOS100176	LEY_VERO	ONONIN	ONONIN
EOS100177	LEY_VERO	ORY-1001	ORY-1001
EOS100178	LEY_VERO	PD006716	PD006716
EOS100179	LEY_VERO	CB-5083	CB-5083
EOS100180	LEY_VERO	PSORALEN	PSORALEN
EOS100181	LEY_VERO	MF63	MF63
