smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP,New ASSAY_SOP,Comment
CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,.,=,0.32,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,.,=,13.0,Mouse,,,Min,,t (1 / 2),,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,.,=,65.0,Mouse,,,uL/min/mg,,CLint in vitro,,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,.,=,1.62,L929,,,ug/ml,,IC50,,,CYTOTOXICITY,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTODR16MAY08,SCYVTCYT1,72 Hours
CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,.,=,6.0,PBS - pH 7.4,,,uM,,Kinetic,,,Estimation of Kinetic Solubility of Drug Candidate Compounds,set5,F,NEPH_RT,ORGANISM,,,SCYNEXIS,001SNK042,SCYVTSOL1,
CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,CCCCc1ccc(-c2nc(CNCc3c(OC)cccc3OC)co2)cc1,.,=,4.5,T. b. brucei,,,day,,MSD,,,HAT in vivo,set5,F,EATRO 110 ip,ORGANISM,20.0,adm days,SCYNEXIS,,PACVVHAT1,
CCCCc1ccc(-c2nc(CNCc3ccc(C)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(C)cc3)co2)cc1,.,=,3.05,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CCCCc1ccc(-c2nc(CNCc3ccc(C)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(C)cc3)co2)cc1,.,=,2.63,L929,,,ug/ml,,IC50,,,CYTOTOXICITY,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTODR16MAY08,SCYVTCYT1,72 Hours
CCCCc1ccc(-c2nc(CNCc3ccc(Cl)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(Cl)cc3)co2)cc1,.,=,7.38,L929,,,ug/ml,,IC50,,,CYTOTOXICITY,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTODR16MAY08,SCYVTCYT1,72 Hours
CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,.,=,3.13,L929,,,ug/ml,,IC50,,,CYTOTOXICITY,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTODR16MAY08,SCYVTCYT1,72 Hours
CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,.,=,3.36,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,.,=,0.66,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,.,=,2.58,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,.,=,16.0,Mouse,,,ul/min/mg,,CLint in vitro,,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,.,=,53.0,Mouse,,,min,,t (1 / 2),,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,CCCCc1ccc(-c2nc(CNCc3ccc(OC)cc3)co2)cc1,.,=,3.26,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,.,=,0.66,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,.,=,4.38,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,.,=,1.99,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C)c2)cc1,.,=,1.52,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,.,=,2.54,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,.,=,2.74,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,.,=,2.99,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,.,=,0.89,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,.,=,66.0,Mouse,,,uL/min/mg,,CLint in vitro,,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(-c3ccccc3)c2)cc1,.,=,13.0,Mouse,,,Min,,t (1 / 2),,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,.,=,143.33,Mouse,,,uL/min/mg,,CLint in vitro,,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,.,=,5.93,Mouse,,,Min,,t (1 / 2),,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,.,=,3.09,CHI,,,none,,logD,,,Lipophilicity (logD) analysis of New Chemical Entities,set5,F,pH 7.4,ORGANISM,,,SCYNEXIS,003ADT015,SCYVTLIP1,
COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,.,=,0.67,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(F)c2)cc1,.,=,50.0,PBS - pH 7.4,,,uM,,Kinetic,,,Estimation of Kinetic Solubility of Drug Candidate Compounds,set5,F,NEPH_RT,ORGANISM,,,SCYNEXIS,001SNK042,SCYVTSOL1,
COc1ccc(/C(=N/O)Nc2cccc(C(C)C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(C)C)c2)cc1,.,=,1.41,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(C)C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(C)C)c2)cc1,.,=,5.81,L929,,,ug/ml,,IC50,,,CYTOTOXICITY,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTODR16MAY08,SCYVTCYT1,72 Hours
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,1.31,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,0.0,Rat,,,%,,% remaining,,,Metabolic Stability in Liver S9 Sub -celluar Fractions,set5,F,S9,ORGANISM,1.0,minute,SCYNEXIS,#013-08,SCYVTMET3,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,0.0,Mouse,,,%,,% remaining,,,Metabolic Stability in Liver S9 Sub -celluar Fractions,set5,F,S9,ORGANISM,1.0,minute,SCYNEXIS,#013-08,SCYVTMET2,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,1.26,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,2.74,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,3.67,CHI,,,none,,logD,,,Lipophilicity (logD) analysis of New Chemical Entities,set5,F,pH 7.4,ORGANISM,,,SCYNEXIS,003ADT015,SCYVTLIP1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,5.0,T. b. brucei,,,day,,MSD,,,HAT in vivo,set5,F,EATRO 110 ip,ORGANISM,20.0,adm days,SCYNEXIS,,PACVVHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,5.0,T. b. brucei,,,day,,MSD,,,HAT in vivo,set5,F,EATRO 110 po,ORGANISM,20.0,adm days,SCYNEXIS,,PACVVHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,8.11,L929,,,ug/ml,,IC50,,,CYTOTOXICITY,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTODR16MAY08,SCYVTCYT1,72 Hours
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,319.0,Mouse,,,uL/min/mg,,CLint in vitro,,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,25.0,PBS - pH 7.4,,,uM,,Kinetic,,,Estimation of Kinetic Solubility of Drug Candidate Compounds,set5,F,NEPH_RT,ORGANISM,,,SCYNEXIS,001SNK042,SCYVTSOL1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,3.0,Mouse,,,Min,,t (1 / 2),,,Metabolic Stability in Liver Sub -celluar Fractions,set5,F,Microsomes,ORGANISM,1.0,minute,SCYNEXIS,#008-08,SCYVTMET1,
COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(F)(F)F)c2)cc1,.,=,0.55,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(C)(C)C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(C)(C)C)c2)cc1,.,=,3.91,L929,,,ug/ml,,IC50,,,CYTOTOXICITY,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTODR16MAY08,SCYVTCYT1,72 Hours
COc1ccc(/C(=N/O)Nc2cccc(C(C)(C)C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(C)(C)C)c2)cc1,.,=,1.24,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1ccc(/C(=N/O)Nc2cccc(C(C)(C)C)c2)cc1,COc1ccc(/C(=N/O)Nc2cccc(C(C)(C)C)c2)cc1,.,=,4.45,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1cccc(Oc2ccc(/C(=N/O)N3Cc4ccccc4C3)cn2)c1,COc1cccc(Oc2ccc(/C(=N/O)N3Cc4ccccc4C3)cn2)c1,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(Oc2ccc(/C(=N/O)n3ccnc3C)cn2)c1,COc1cccc(Oc2ccc(/C(=N/O)n3ccnc3C)cn2)c1,.,=,2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1nccn1/C(=N\O)c1ccc(Oc2ccc(Cl)cc2)nc1,Cc1nccn1/C(=N\O)c1ccc(Oc2ccc(Cl)cc2)nc1,.,=,5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC1CC(C)CN(/C(=N\O)c2ccc(Oc3cc(Cl)ccc3Cl)nc2)C1,CC1CC(C)CN(/C(=N\O)c2ccc(Oc3cc(Cl)ccc3Cl)nc2)C1,.,=,10.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(Oc2ccc(/C(=N/O)N3CC(C)CC(C)C3)cn2)c1,COc1cccc(Oc2ccc(/C(=N/O)N3CC(C)CC(C)C3)cn2)c1,.,=,-7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC1CC(C)CN(/C(=N\O)c2ccc(Oc3ccc(Cl)cc3)nc2)C1,CC1CC(C)CN(/C(=N\O)c2ccc(Oc3ccc(Cl)cc3)nc2)C1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1cn(/C(=N\O)c2ccc(Oc3ccc(Cl)cc3)nc2)cn1,Cc1cn(/C(=N\O)c2ccc(Oc3ccc(Cl)cc3)nc2)cn1,.,=,5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(Oc2ccc(/C(=N/O)NC3CCN(Cc4ccccc4)C3)cn2)c1,COc1cccc(Oc2ccc(/C(=N/O)NC3CCN(Cc4ccccc4)C3)cn2)c1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(CN/C(=N\O)c2ccc(Oc3cccc(F)c3)nc2)c1,COc1cccc(CN/C(=N\O)c2ccc(Oc3cccc(F)c3)nc2)c1,.,=,35.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(CN/C(=N\O)c2ccc(Oc3ccc(Cl)cc3)nc2)c1,COc1cccc(CN/C(=N\O)c2ccc(Oc3ccc(Cl)cc3)nc2)c1,.,=,1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)CN/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,CC(C)(C)CN/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,.,=,99.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)(C)CN/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,CC(C)(C)CN/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,.,=,0.9,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CN(Cc1cccnc1)/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,CN(Cc1cccnc1)/C(=N\O)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,.,=,-14.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)c1cccc(Oc2ccc(/C(=N/O)N(C)Cc3cccnc3)cn2)c1,CC(C)c1cccc(Oc2ccc(/C(=N/O)N(C)Cc3cccnc3)cn2)c1,.,=,2.5,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CC(C)c1cccc(Oc2ccc(/C(=N/O)N(C)Cc3cccnc3)cn2)c1,CC(C)c1cccc(Oc2ccc(/C(=N/O)N(C)Cc3cccnc3)cn2)c1,.,=,99.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc2cccc(Oc3ccc(/C(=N/O)NC4CCCCC4)cn3)c2n1,Cc1ccc2cccc(Oc3ccc(/C(=N/O)NC4CCCCC4)cn3)c2n1,.,=,99.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
Cc1ccc2cccc(Oc3ccc(/C(=N/O)NC4CCCCC4)cn3)c2n1,Cc1ccc2cccc(Oc3ccc(/C(=N/O)NC4CCCCC4)cn3)c2n1,.,=,1.08,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
O/N=C(\NC1CCCCC1)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,O/N=C(\NC1CCCCC1)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,.,=,98.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NC1CCCCC1)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,O/N=C(\NC1CCCCC1)c1ccc(Oc2cc(Cl)ccc2Cl)nc1,.,=,1.3,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
COc1cccc(Oc2ccc(/C(=N/O)NC3CCCCC3)cn2)c1,COc1cccc(Oc2ccc(/C(=N/O)NC3CCCCC3)cn2)c1,.,=,98.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
COc1cccc(Oc2ccc(/C(=N/O)NC3CCCCC3)cn2)c1,COc1cccc(Oc2ccc(/C(=N/O)NC3CCCCC3)cn2)c1,.,=,1.23,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
O/N=C(\NC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,O/N=C(\NC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,.,=,30.8,L929,,,ug/ml,,IC50,,,CYTO-SP,set5,F,fibroblast,ORGANISM,,hour,SCYNEXIS,CYTO22AUG07,SCYVTCYT2,24 Hours
O/N=C(\NC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,O/N=C(\NC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,.,=,1.2,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
O/N=C(\NC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,O/N=C(\NC1CCCCC1)c1ccc(Oc2ccc(Cl)cc2)nc1,.,=,93.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NCc1cc(F)ccc1F)c1ccc(Oc2ccc(Cl)cc2)nc1,O/N=C(\NCc1cc(F)ccc1F)c1ccc(Oc2ccc(Cl)cc2)nc1,.,=,-8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C=CCc1ccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c(OC)c1,C=CCc1ccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c(OC)c1,.,=,2.1,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
C=CCc1ccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c(OC)c1,C=CCc1ccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c(OC)c1,.,=,80.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
O/N=C(\NCc1ccncc1)c1ccc(Oc2cccc(F)c2)nc1,O/N=C(\NCc1ccncc1)c1ccc(Oc2cccc(F)c2)nc1,.,=,50.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)c1cccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c1,CC(C)c1cccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c1,.,=,100.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC(C)c1cccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c1,CC(C)c1cccc(Oc2ccc(/C(=N/O)NCc3ccncc3)cn2)c1,.,=,2.64,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
